Date_ItemName_ENG,LocalHealthBoard_ItemName_ENG,Indicator_ItemName_ENG,Data
19-Aug-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
19-Aug-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,5
19-Aug-20,Wales,COVID-19 admissions (suspected and confirmed),45
19-Aug-20,Wales,Non-COVID-19 admissions&#10;,1125
20-Aug-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),7
20-Aug-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,307
20-Aug-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),1
20-Aug-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,198
20-Aug-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),12
20-Aug-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,298
20-Aug-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),4
20-Aug-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,129
20-Aug-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),11
20-Aug-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,114
20-Aug-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
20-Aug-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,4
20-Aug-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),4
20-Aug-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,75
20-Aug-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
20-Aug-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,6
20-Aug-20,Wales,COVID-19 admissions (suspected and confirmed),39
20-Aug-20,Wales,Non-COVID-19 admissions&#10;,1131
21-Aug-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),7
21-Aug-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,334
21-Aug-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),17
21-Aug-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,230
21-Aug-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),10
21-Aug-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,279
21-Aug-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),9
21-Aug-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,140
21-Aug-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),6
21-Aug-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,105
21-Aug-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
21-Aug-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,3
21-Aug-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),5
21-Aug-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,79
21-Aug-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
21-Aug-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,6
21-Aug-20,Wales,COVID-19 admissions (suspected and confirmed),54
21-Aug-20,Wales,Non-COVID-19 admissions&#10;,1176
22-Aug-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),1
22-Aug-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,289
22-Aug-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),7
22-Aug-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,178
22-Aug-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),17
22-Aug-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,234
22-Aug-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),6
22-Aug-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,165
22-Aug-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),6
22-Aug-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,112
22-Aug-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
22-Aug-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,5
22-Aug-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),2
22-Aug-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,67
22-Aug-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
22-Aug-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,8
22-Aug-20,Wales,COVID-19 admissions (suspected and confirmed),39
22-Aug-20,Wales,Non-COVID-19 admissions&#10;,1058
23-Aug-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),4
23-Aug-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,156
23-Aug-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),6
23-Aug-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,123
23-Aug-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),5
23-Aug-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,76
23-Aug-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),4
23-Aug-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,97
23-Aug-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),6
23-Aug-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,72
23-Aug-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
23-Aug-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,0
23-Aug-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),1
23-Aug-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,49
23-Aug-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
23-Aug-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,0
23-Aug-20,Wales,COVID-19 admissions (suspected and confirmed),26
23-Aug-20,Wales,Non-COVID-19 admissions&#10;,573
24-Aug-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),1
24-Aug-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,165
24-Aug-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),9
24-Aug-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,143
24-Aug-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),3
24-Aug-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,107
24-Aug-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),4
24-Aug-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,78
24-Aug-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),17
24-Aug-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,83
24-Aug-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
24-Aug-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,0
24-Aug-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),2
24-Aug-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,44
24-Aug-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
24-Aug-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,0
24-Aug-20,Wales,COVID-19 admissions (suspected and confirmed),36
24-Aug-20,Wales,Non-COVID-19 admissions&#10;,620
25-Aug-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),5
25-Aug-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,326
25-Aug-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),22
25-Aug-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,217
25-Aug-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),9
25-Aug-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,246
25-Aug-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),7
25-Aug-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,122
25-Aug-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),4
25-Aug-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,103
25-Aug-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
25-Aug-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,5
25-Aug-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),2
25-Aug-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,42
25-Aug-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
25-Aug-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,7
25-Aug-20,Wales,COVID-19 admissions (suspected and confirmed),49
25-Aug-20,Wales,Non-COVID-19 admissions&#10;,1068
26-Aug-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),1
26-Aug-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,321
26-Aug-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),24
26-Aug-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,186
26-Aug-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),25
26-Aug-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,241
26-Aug-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),6
26-Aug-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,124
26-Aug-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),11
26-Aug-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,122
26-Aug-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
26-Aug-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,3
26-Aug-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),2
26-Aug-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,101
26-Aug-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
26-Aug-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,8
26-Aug-20,Wales,COVID-19 admissions (suspected and confirmed),69
26-Aug-20,Wales,Non-COVID-19 admissions&#10;,1106
27-Aug-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),7
27-Aug-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,289
27-Aug-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),17
27-Aug-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,197
27-Aug-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),23
27-Aug-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,268
27-Aug-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),5
27-Aug-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,144
27-Aug-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),16
27-Aug-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,89
27-Aug-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
27-Aug-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,5
27-Aug-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),2
27-Aug-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,69
27-Aug-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
27-Aug-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,5
27-Aug-20,Wales,COVID-19 admissions (suspected and confirmed),70
27-Aug-20,Wales,Non-COVID-19 admissions&#10;,1066
28-Aug-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),6
28-Aug-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,304
28-Aug-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),39
28-Aug-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,212
28-Aug-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),13
28-Aug-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,257
28-Aug-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),6
28-Aug-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,112
28-Aug-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),15
28-Aug-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,102
28-Aug-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
28-Aug-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,5
28-Aug-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),4
28-Aug-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,77
28-Aug-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
28-Aug-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,5
28-Aug-20,Wales,COVID-19 admissions (suspected and confirmed),83
28-Aug-20,Wales,Non-COVID-19 admissions&#10;,1074
29-Aug-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),11
29-Aug-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,315
29-Aug-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),10
29-Aug-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,205
29-Aug-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),16
29-Aug-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,223
29-Aug-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),2
29-Aug-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,109
29-Aug-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),6
29-Aug-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,123
29-Aug-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
29-Aug-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,1
29-Aug-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),7
29-Aug-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,79
29-Aug-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
29-Aug-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,6
29-Aug-20,Wales,COVID-19 admissions (suspected and confirmed),52
29-Aug-20,Wales,Non-COVID-19 admissions&#10;,1061
30-Aug-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),12
30-Aug-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,143
30-Aug-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),3
30-Aug-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,131
30-Aug-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),7
30-Aug-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,108
30-Aug-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),3
30-Aug-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,85
30-Aug-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),6
30-Aug-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,107
30-Aug-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
30-Aug-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,1
30-Aug-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),2
30-Aug-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,52
30-Aug-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
30-Aug-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,1
30-Aug-20,Wales,COVID-19 admissions (suspected and confirmed),33
30-Aug-20,Wales,Non-COVID-19 admissions&#10;,628
31-Aug-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),6
31-Aug-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,134
31-Aug-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),5
31-Aug-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,95
31-Aug-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),5
31-Aug-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,93
31-Aug-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),4
31-Aug-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,69
31-Aug-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),8
31-Aug-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,94
31-Aug-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
31-Aug-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,4
31-Aug-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),1
31-Aug-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,44
31-Aug-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
31-Aug-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,4
31-Aug-20,Wales,COVID-19 admissions (suspected and confirmed),29
31-Aug-20,Wales,Non-COVID-19 admissions&#10;,537
01-Sep-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),11
01-Sep-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,141
01-Sep-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),43
01-Sep-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,130
01-Sep-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),3
01-Sep-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,105
01-Sep-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),9
01-Sep-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,73
01-Sep-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),1
01-Sep-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,84
01-Sep-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
01-Sep-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,0
01-Sep-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),2
01-Sep-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,37
01-Sep-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
01-Sep-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,1
01-Sep-20,Wales,COVID-19 admissions (suspected and confirmed),69
01-Sep-20,Wales,Non-COVID-19 admissions&#10;,571
02-Sep-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),11
02-Sep-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,324
02-Sep-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),15
02-Sep-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,213
02-Sep-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),9
02-Sep-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,258
02-Sep-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),12
02-Sep-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,159
02-Sep-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),4
02-Sep-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,95
02-Sep-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
02-Sep-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,4
02-Sep-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),8
02-Sep-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,70
02-Sep-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
02-Sep-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,7
02-Sep-20,Wales,COVID-19 admissions (suspected and confirmed),59
02-Sep-20,Wales,Non-COVID-19 admissions&#10;,1130
03-Sep-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),16
03-Sep-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,306
03-Sep-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),14
03-Sep-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,229
03-Sep-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),17
03-Sep-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,279
03-Sep-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),14
03-Sep-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,115
03-Sep-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),8
03-Sep-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,96
03-Sep-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
03-Sep-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,5
03-Sep-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),1
03-Sep-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,52
03-Sep-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
03-Sep-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,6
03-Sep-20,Wales,COVID-19 admissions (suspected and confirmed),70
03-Sep-20,Wales,Non-COVID-19 admissions&#10;,1088
04-Sep-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),11
04-Sep-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,316
04-Sep-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),20
04-Sep-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,231
04-Sep-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),13
04-Sep-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,257
04-Sep-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),17
04-Sep-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,91
04-Sep-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),5
04-Sep-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,121
04-Sep-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
04-Sep-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,8
04-Sep-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),3
04-Sep-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,54
04-Sep-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
04-Sep-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,8
04-Sep-20,Wales,COVID-19 admissions (suspected and confirmed),69
04-Sep-20,Wales,Non-COVID-19 admissions&#10;,1086
05-Sep-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),9
05-Sep-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,299
05-Sep-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),0
05-Sep-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,206
05-Sep-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),7
05-Sep-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,247
05-Sep-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),5
05-Sep-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,125
05-Sep-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),4
05-Sep-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,110
05-Sep-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
05-Sep-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,5
05-Sep-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),2
05-Sep-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,56
05-Sep-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
05-Sep-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,5
05-Sep-20,Wales,COVID-19 admissions (suspected and confirmed),27
05-Sep-20,Wales,Non-COVID-19 admissions&#10;,1053
06-Sep-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),5
06-Sep-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,154
06-Sep-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),12
06-Sep-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,120
06-Sep-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),13
06-Sep-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,79
06-Sep-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),4
06-Sep-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,102
06-Sep-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),6
06-Sep-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,82
06-Sep-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
06-Sep-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,1
06-Sep-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),2
06-Sep-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,31
06-Sep-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
